125
       25.5000000000        0.0206290680          0.0
       25.6000000000        0.0017026919          1.0
       25.7000000000        0.0017130292          1.0
       25.8000000000        0.0014250760          1.0
       25.9000000000        0.0027194582          1.0
       26.0000000000        0.0031205259          1.0
       26.1000000000        0.0033224622          1.0
       26.2000000000        0.0023342908          1.0
       26.3000000000        0.0035221849          1.0
       26.4000000000        0.0042129731          1.0
       26.5000000000        0.0033177995          1.0
       26.6000000000        0.0029159317          1.0
       26.7000000000        0.0038987571          1.0
       26.8000000000        0.0033954380          1.0
       26.9000000000        0.0039805516          1.0
       27.0000000000        0.0051590882          1.0
       27.1000000000        0.0054466540          1.0
       27.2000000000        0.0053386542          1.0
       27.3000000000        0.0045383327          1.0
       27.4000000000        0.0055206192          1.0
       27.5000000000        0.0050188811          1.0
       27.6000000000        0.0063996230          1.0
       27.7000000000        0.0053065394          1.0
       27.8000000000        0.0061950024          1.0
       27.9000000000        0.0072831756          1.0
       28.0000000000        0.0061949834          1.0
       28.1000000000        0.0083759805          1.0
       28.2000000000        0.0074894803          1.0
       28.3000000000        0.0090799320          1.0
       28.4000000000        0.0075034338          1.0
       28.5000000000        0.0068189346          1.0
       28.6000000000        0.0076200198          1.0
       28.7000000000        0.0073319478          1.0
       28.8000000000        0.0094194221          1.0
       28.9000000000        0.0105156500          1.0
       29.0000000000        0.0094322097          1.0
       29.1000000000        0.0099313843          1.0
       29.2000000000        0.0488446915          1.0
       29.3000000000        0.0410236598          1.0
       29.4000000000        0.0401317590          1.0
       29.5000000000        0.0413177445          1.0
       29.6000000000        0.0416112975          1.0
       29.7000000000        0.0420026213          1.0
       29.8000000000        0.0488284825          1.0
       29.9000000000        0.0496138655          1.0
       30.0000000000        0.0420817360          1.0
       30.1000000000        0.0498496330          1.0
       30.2000000000        0.0496903986          1.0
       30.3000000000        0.0105747856          1.0
       30.4000000000        0.0414133741          1.0
       30.5000000000        0.0434370778          1.0
       30.6000000000        0.0117524369          1.0
       30.7000000000        0.0126441715          1.0
       30.8000000000        0.0146270121          1.0
       30.9000000000        0.0122550874          1.0
       31.0000000000        0.0410724272          5.0
       31.1000000000        0.0452368285          5.0
       31.2000000000        0.0426685723          5.0
       31.3000000000        0.0436642877          5.0
       31.4000000000        0.0417880465          5.0
       31.5000000000        0.0437724015          5.0
       31.6000000000        0.0437757799          5.0
       31.7000000000        0.0407091026          5.0
       31.8000000000        0.0417011129          5.0
       31.9000000000        0.0437815236          5.0
       32.0000000000        0.0447720653          5.0
       32.1000000000        0.0410092033          5.0
       32.2000000000        0.0417007411          5.0
       32.3000000000        0.0427872382          5.0
       32.4000000000        0.0422885741          5.0
       32.5000000000        0.0408979936          5.0
       32.6000000000        0.0433683291          5.0
       32.7000000000        0.0437594290          5.0
       32.8000000000        0.0417746906          5.0
       32.9000000000        0.0431571248          5.0
       33.0000000000        0.0401842448          1.0
       33.1000000000        0.0499848708          1.0
       33.2000000000        0.0426579407          1.0
       33.3000000000        0.0474111630          1.0
       33.4000000000        0.0405808861          1.0
       33.5000000000        0.0473153441          1.0
       33.6000000000        0.0493965029          1.0
       33.7000000000        0.0483094018          1.0
       33.8000000000        0.0088065131          1.0
       33.9000000000        0.0073235610          1.0
       34.0000000000        0.0063358595          1.0
       34.1000000000        0.0072295587          1.0
       34.2000000000        0.0100045721          1.0
       34.3000000000        0.0079280335          1.0
       34.4000000000        0.0061481865          1.0
       34.5000000000        0.0069419684          1.0
       34.6000000000        0.0104081512          1.0
       34.7000000000        0.0058535439          1.0
       34.8000000000        0.0046643350          1.0
       34.9000000000        0.0074347185          1.0
       35.0000000000        0.0075313254          1.0
       35.1000000000        0.0083208390          1.0
       35.2000000000        0.0055461494          1.0
       35.3000000000        0.0046530204          1.0
       35.4000000000        0.0041563915          1.0
       35.5000000000        0.0040562251          1.0
       35.6000000000        0.0066296256          1.0
       35.7000000000        0.0029655551          1.0
       35.8000000000        0.0080143697          1.0
       35.9000000000        0.0069245806          1.0
       36.0000000000        0.0050428081          1.0
       36.1000000000        0.0009830642          1.0
       36.2000000000        0.0030623534          1.0
       36.3000000000        0.0030633333          1.0
       36.4000000000        0.0027722772          1.0
       36.5000000000        0.0006930693          1.0
       36.6000000000        0.0018811881          1.0
       36.7000000000        0.0040594059          1.0
       36.8000000000        0.0020792079          1.0
       36.9000000000        0.0015841584          1.0
       37.0000000000        0.0048514851          1.0
       37.1000000000        0.0021782178          1.0
       37.2000000000        0.0025742574          1.0
       37.3000000000        0.0005940594          1.0
       37.4000000000        0.0021782178          1.0
       37.5000000000        0.0026732673          1.0
       37.6000000000        0.0040594059          1.0
       37.7000000000        0.0026732673          1.0
       37.8000000000        0.0000000000          1.0
       37.9000000000        0.0513861386          0.0
