2.3000000000         0.0453156174
2.3500000000         0.1320171129
2.4000000000         0.2148341384
2.4500000000         0.2936705077
2.5000000000         0.3622111419
2.5500000000         0.4152509084
2.6000000000         0.4588497440
2.6500000000         0.4827259654
2.7000000000         0.4839948296
2.7500000000         0.4629763427
2.8000000000         0.4208215917
2.8500000000         0.3588311912
2.9000000000         0.2831939926
2.9500000000         0.2008290270
3.0000000000         0.1167319416
3.0500000000         0.0320743968
3.1000000000         0.0438551212
3.1500000000        -0.1084936742
3.2000000000        -0.1615426802
3.2500000000        -0.2092982473
3.3000000000        -0.2490019974
3.3500000000        -0.2830156599
3.4000000000        -0.3130496791
3.4500000000        -0.3407893556
3.5000000000        -0.3626912673
3.5500000000        -0.3748239996
3.6000000000        -0.3731606612
3.6500000000        -0.3534491639
3.7000000000        -0.3123098932
3.7500000000        -0.2500919257
3.8000000000        -0.1699908515
3.8500000000        -0.0771754072
3.9000000000         0.0214087968
3.9500000000         0.1157216856
4.0000000000         0.1977674196
4.0500000000         0.2619084203
4.1000000000         0.3058642532
4.1500000000         0.3283355441
4.2000000000         0.3317028088
4.2500000000         0.3198349110
4.3000000000         0.2976981675
4.3500000000         0.2674033718
4.4000000000         0.2307680748
4.4500000000         0.1883086479
4.5000000000         0.1401194788
4.5500000000         0.0851487408
4.6000000000        -0.0241298068
4.6500000000        -0.0404825008
4.7000000000        -0.1050492080
4.7500000000        -0.1645022133
4.8000000000        -0.2132787634
4.8500000000        -0.2468971234
4.9000000000        -0.2636346900
4.9500000000        -0.2633326207
5.0000000000        -0.2480536443
5.0500000000        -0.2219341991
5.1000000000        -0.1902332895
5.1500000000        -0.1568126245
5.2000000000         0.1235495435
5.2500000000         0.0907295791
5.3000000000         0.0570940210
5.3500000000         0.0200671928
5.4000000000         0.0227400640
5.4500000000         0.0717690691
5.5000000000         0.1252365473
5.5500000000         0.1790461323
5.6000000000         0.2264528321
5.6500000000         0.2602540293
5.7000000000         0.2744724636
5.7500000000         0.2656542573
5.8000000000         0.2328011448
5.8500000000         0.1794182499
5.9000000000        -0.1122531713
5.9500000000        -0.0396085294
6.0000000000        -0.0297652593
6.0500000000        -0.0883272141
6.1000000000        -0.1312930970
6.1500000000        -0.1571759490
6.2000000000        -0.1674937721
6.2500000000        -0.1657942064
6.3000000000        -0.1563262894
6.3500000000        -0.1427614636
6.4000000000        -0.1273392301
6.4500000000        -0.1109342937
6.5000000000        -0.0920054262
6.5500000000        -0.0690849614
6.6000000000         0.0412002195
6.6500000000         0.0087037752
6.7000000000         0.0263789287
6.7500000000         0.0606034602
6.8000000000         0.0898773545
6.8500000000         0.1105013500
6.9000000000         0.1201460039
6.9500000000         0.1189010127
7.0000000000         0.1077868854
7.0500000000         0.0899206228
7.1000000000         0.0691305411
7.1500000000         0.0488086846
7.2000000000        -0.0310467079
7.2500000000        -0.0162509215
7.3000000000        -0.0033416091
7.3500000000        -0.0095489095
7.4000000000        -0.0241279202
7.4500000000        -0.0413195317
7.5000000000        -0.0602913281
7.5500000000        -0.0785678176
7.6000000000        -0.0927388277
7.6500000000        -0.0993808560
