  2.3000000       0.24995194E-01
  2.3500000       0.13687360
  2.4000000       0.24711698
  2.4500000       0.34768478
  2.5000000       0.43097694
  2.5500000       0.49071062
  2.6000000       0.52266301
  2.6500000       0.52515983
  2.7000000       0.49922696
  2.7500000       0.44837647
  2.8000000       0.37805945
  2.8500000       0.29487486
  2.9000000       0.20566554
  2.9500000       0.11665060
  3.0000000       0.32734805E-01
  3.0500000      -0.42898934E-01
  3.1000000      -0.10886171
  3.1500000      -0.16530577
  3.2000000      -0.21341670
  3.2500000      -0.25476565
  3.3000000      -0.29065869
  3.3500000      -0.32161560
  3.4000000      -0.34707984
  3.4500000      -0.36541261
  3.5000000      -0.37416556
  3.5500000      -0.37057174
  3.6000000      -0.35215294
  3.6500000      -0.31732116
  3.7000000      -0.26585657
  3.7500000      -0.19917139
  3.8000000      -0.12031235
  3.8500000      -0.33705031E-01
  3.9000000       0.55309615E-01
  3.9500000       0.14106202
  4.0000000       0.21816314
  4.0500000       0.28203983
  4.1000000       0.32932258
  4.1500000       0.35804587
  4.2000000       0.36765955
  4.2500000       0.35888276
  4.3000000       0.33345448
  4.3500000       0.29384222
  4.4000000       0.24296363
  4.4500000       0.18395791
  4.5000000       0.12002078
  4.5500000       0.54294961E-01
  4.6000000      -0.10206588E-01
  4.6500000      -0.70672175E-01
  4.7000000      -0.12457869
  4.7500000      -0.16980193
  4.8000000      -0.20473961
  4.8500000      -0.22842237
  4.9000000      -0.24058034
  4.9500000      -0.24163650
  5.0000000      -0.23261130
  5.0500000      -0.21494369
  5.1000000      -0.19025677
  5.1500000      -0.16011422
  5.2000000      -0.12582229
  5.2500000      -0.88326958E-01
  5.3000000      -0.48237159E-01
  5.3500000      -0.59762662E-02
  5.4000000       0.37969050E-01
  5.4500000       0.82762209E-01
  5.5000000       0.12696954
  5.5500000       0.16843024
  5.6000000       0.20430305
  5.6500000       0.23131465
  5.7000000       0.24619078
  5.7500000       0.24620623
  5.8000000       0.22975468
  5.8500000       0.19682289
  5.9000000       0.14925986
  5.9500000       0.90762502E-01
  6.0000000       0.26548391E-01
  6.0500000      -0.37254217E-01
  6.1000000      -0.94412065E-01
  6.1500000      -0.13945780
  6.2000000      -0.16847613
  6.2500000      -0.17966413
  6.3000000      -0.17356152
  6.3500000      -0.15290492
  6.4000000      -0.12212869
  6.4500000      -0.86600365E-01
  6.5000000      -0.51728001E-01
  6.5500000      -0.22099955E-01
  6.6000000      -0.80980430E-03
  6.6500000       0.10917924E-01
  6.7000000       0.13744715E-01
  6.7500000       0.98904273E-02
  6.8000000       0.25392528E-02
  6.8500000      -0.48938447E-02
  6.9000000      -0.94868586E-02
  6.9500000      -0.93830643E-02
  7.0000000      -0.41061559E-02
  7.0500000       0.54317055E-02
  7.1000000       0.17214743E-01
  7.1500000       0.28628133E-01
  7.2000000       0.37067158E-01
  7.2500000       0.40519016E-01
  7.3000000       0.37996405E-01
  7.3500000       0.29737688E-01
  7.4000000       0.17140517E-01
  7.4500000       0.24528890E-02
  7.5000000      -0.11704517E-01
  7.5500000      -0.22878310E-01
  7.6000000      -0.29269320E-01
  7.6500000      -0.30066858E-01
